/afe_in X,/afe_in Y,/label X,/label Y,/afe_out X,/afe_out Y,/spk_up X,/spk_up Y,/elec_in X,/elec_in Y,/spk_down X,/spk_down Y
52.05566406,0.002275689,52.05566406,0,52.0078125,0.865037019,52.0078125,-1.21E-05,52.0078125,0.00229095,52.0078125,-1.27E-05
52.05957031,0.002275311,52.05957031,0,52.01171875,0.866602163,52.01171875,3.09E-06,52.01171875,0.002290143,52.01171875,3.26E-06
52.06347656,0.002275162,52.06347656,0,52.015625,0.868645963,52.015625,-1.56E-06,52.015625,0.002289007,52.015625,-2.03E-06
52.06738281,0.00227529,52.06738281,0,52.01953125,0.871033634,52.01953125,-7.70E-06,52.01953125,0.002287635,52.01953125,-8.15E-06
52.07128906,0.002275673,52.07128906,0,52.0234375,0.873673347,52.0234375,-7.74E-06,52.0234375,0.002286065,52.0234375,-8.21E-06
52.07519531,0.002276246,52.07519531,0,52.02734375,0.876482499,52.02734375,-1.01E-06,52.02734375,0.002284359,52.02734375,-1.07E-06
52.07910156,0.002277005,52.07910156,0,52.03125,0.879313635,52.03125,3.70E-06,52.03125,0.002282655,52.03125,3.98E-06
52.08398438,0.002277979,52.08398438,0,52.03515625,0.882010197,52.03515625,-2.08E-06,52.03515625,0.002281049,52.03515625,-2.22E-06
52.08789063,0.00227912,52.08789063,0,52.0390625,0.884490559,52.0390625,-1.05E-07,52.0390625,0.002279575,52.0390625,-1.11E-07
52.09179688,0.002280313,52.09179688,0,52.04296875,0.886519855,52.04296875,-1.27E-05,52.04296875,0.002278503,52.04296875,-1.34E-05
52.09570313,0.002281489,52.09570313,0,52.046875,0.888312193,52.046875,-1.93E-06,52.046875,0.002277393,52.046875,-2.08E-06
52.09960938,0.00228263,52.09960938,0,52.05078125,0.889930527,52.05078125,2.88E-05,52.05078125,0.002276482,52.05078125,3.02E-05
52.10351563,0.002283671,52.10351563,0,52.0546875,0.891170863,52.0546875,-1.10E-05,52.0546875,0.002275835,52.0546875,-1.16E-05
52.10742188,0.002284495,52.10742188,0,52.05859375,0.892053949,52.05859375,3.21E-06,52.05859375,0.002275406,52.05859375,3.41E-06
52.11132813,0.002285045,52.11132813,0,52.0625,0.892613761,52.0625,5.81E-06,52.0625,0.002275199,52.0625,6.13E-06
52.11523438,0.002285346,52.11523438,0,52.06640625,0.892820573,52.06640625,1.21E-05,52.06640625,0.002275258,52.06640625,1.29E-05
52.11914063,0.002285394,52.11914063,0,52.0703125,0.892655132,52.0703125,-2.42E-05,52.0703125,0.002275577,52.0703125,-2.60E-05
52.12304688,0.002285104,52.12304688,0,52.07421875,0.892170256,52.07421875,2.93E-07,52.07421875,0.002276102,52.07421875,3.11E-07
52.12792969,0.002284393,52.12792969,0,52.078125,0.891424876,52.078125,3.75E-06,52.078125,0.002276815,52.078125,4.00E-06
52.13183594,0.002283235,52.13183594,0,52.08203125,0.890520593,52.08203125,-4.52E-06,52.08203125,0.00227759,52.08203125,-4.73E-06
52.13574219,0.002281568,52.13574219,0,52.0859375,0.889503558,52.0859375,2.10E-05,52.0859375,0.00227855,52.0859375,2.24E-05
52.13964844,0.002279227,52.13964844,0,52.08984375,0.888161377,52.08984375,-4.61E-06,52.08984375,0.002279716,52.08984375,-4.87E-06
52.14355469,0.00227603,52.14355469,0,52.09375,0.886735023,52.09375,1.33E-05,52.09375,0.002280901,52.09375,1.41E-05
52.14746094,0.002271869,52.14746094,0,52.09765625,0.885348158,52.09765625,-3.60E-06,52.09765625,0.002282059,52.09765625,-3.81E-06
52.15136719,0.002266647,52.15136719,0,52.1015625,0.884051861,52.1015625,-1.92E-05,52.1015625,0.00228315,52.1015625,-2.01E-05
52.15527344,0.002260176,52.15527344,0,52.10546875,0.882940245,52.10546875,-9.35E-06,52.10546875,0.002284083,52.10546875,-1.01E-05
52.15917969,0.002252244,52.15917969,0,52.109375,0.882142426,52.109375,-1.30E-06,52.109375,0.00228477,52.109375,-1.43E-06
52.16308594,0.00224273,52.16308594,0,52.11328125,0.881721652,52.11328125,7.92E-06,52.11328125,0.002285196,52.11328125,7.79E-06
52.16796875,0.002231588,52.16796875,0,52.1171875,0.881661235,52.1171875,-1.41E-05,52.1171875,0.00228537,52.1171875,-1.52E-05
52.171875,0.002218766,52.171875,0,52.12109375,0.881975237,52.12109375,2.01E-05,52.12109375,0.002285249,52.12109375,2.16E-05
52.17578125,0.00220425,52.17578125,0,52.125,0.882719142,52.125,1.24E-05,52.125,0.002284819,52.125,1.31E-05
